"id";"y";"x1";"x2";"ciudad";"sexo";"gEtario";"estado";"candidato";"estrato"
53;988,346570334397;365,804598246806;3649,10121463507;4;"2";"1";1;1;2
54;231,443183124065;410,697459483072;4382,94618899986;4;"1";"1";1;1;3
55;466,265310696326;386,645209489037;3420,10798503739;4;"2";"1";0;NA;1
56;1336,59278526902;426,5052142422;6940,31548717689;4;"1";"1";1;1;3
57;250,964265759103;266,721218801465;1989,18674485004;4;"2";"2";1;1;2
58;1643,30629021861;460,142949603421;6296,77677629563;4;"1";"2";0;1;1
59;1931,57859405037;237,6694176685;10570,5672317745;4;"2";"1";1;1;2
60;1471,11014313996;498,942974388244;2897,86570594616;4;"2";"2";1;1;3
61;151,142496103421;538,767058379788;3092,06709590173;4;"1";"2";1;1;3
62;1564,20131481718;417,431401535967;6161,39994196798;4;"1";"1";1;1;3
63;1704,24935424235;393,460913350892;7903,38457909421;4;"2";"3";0;NA;1
64;834,465040056966;548,251760380873;5535,20801745705;4;"2";"1";1;1;3
65;1866,52898828033;274,563422714903;5587,31846196118;4;"1";"1";1;NA;2
66;164,196911128238;448,465358654258;1793,9484602468;4;"1";"2";1;1;3
67;840,422689146362;399,3397956161;2363,24452840578;4;"1";"2";1;1;2
68;542,400717432611;361,647665752956;1440,39968727946;4;"2";"2";1;1;2
69;429,332598112524;310,238361354001;668,105168920273;4;"2";"2";1;NA;2
70;477,818077709526;474,793664777389;2032,38239751588;4;"2";"3";1;NA;3
71;741,22787383385;345,81727626139;1195,25231508744;4;"2";"2";1;1;2
72;258,019110164605;225,458477977369;777,407930073746;4;"1";"3";1;NA;2
73;209,042202332057;397,705219262821;117,057082003989;4;"2";"1";1;NA;2
74;120,862556993961;337,789586448845;-545,029914699805;4;"1";"3";1;1;2
75;1750,18827607855;588,191614141334;6907,2011617997;4;"2";"2";1;1;3
76;462,044212897308;565,135052225012;2735,00204335292;4;"1";"2";1;1;3
77;710,185977164656;304,042069411961;4689,44427606001;4;"1";"1";1;NA;2
78;155,852124118246;260,439533479844;2564,47292629929;4;"2";"2";1;1;2
79;363,023849437013;284,792508864846;1470,3918919811;4;"1";"1";1;1;2
80;549,13052842021;403,870937727681;2671,14396363206;4;"2";"3";1;1;3
81;752,275632484816;434,765429321625;3022,79427659407;4;"2";"1";1;1;3
82;1928,8383564679;316,535021934969;7128,68984736588;4;"2";"3";1;1;2
83;1934,30360807106;401,945879390606;5705,63219033505;4;"2";"1";1;1;3
84;559,306815685704;289,841096358462;3199,04188867959;4;"2";"1";1;1;2
85;1016,88443815801;431,433791153428;6352,0971267611;4;"1";"1";1;1;3
86;1764,22173692845;478,401678328863;6043,17883097933;4;"2";"2";1;1;3
87;1614,54486877192;287,885983463336;5899,68868779184;4;"2";"1";1;1;2
88;1402,39700467791;330,859880893058;5303,68503806966;4;"2";"3";1;1;2
89;1191,53717388399;288,99184009265;3169,99937795696;4;"2";"3";1;1;2
90;1359,99454814009;402,738998187029;5938,99690819358;4;"2";"3";0;1;1
91;1252,41646952927;384,699518691497;4145,33648560298;4;"1";"2";1;1;2
92;1623,21709087119;397,126523838131;4833,5734149036;4;"1";"2";1;1;2
93;738,947575120255;507,066371752725;3029,38707265066;4;"1";"2";0;NA;1
94;1008,71767210774;306,017794325115;6050,77103881361;4;"2";"1";0;NA;1
95;784,341352945194;419,18466021447;3086,83380679219;4;"2";"3";1;1;3
96;1956,26106001437;329,230744610965;6822,20443391014;4;"1";"3";1;NA;2
97;364,323351834901;491,418268152162;621,681679780332;4;"1";"2";1;1;3
98;179,03305797372;360,653713610838;-278,422828576;4;"2";"2";1;NA;2
99;679,736856254749;382,253587204645;4837,33442107325;4;"1";"3";1;1;2
100;255,173008819111;333,403283435533;2288,77784683788;4;"2";"1";0;1;1
101;1711,94147765636;236,307675786083;5146,46367583138;4;"1";"3";1;1;2
102;310,51523629576;442,722217825358;3468,6265744307;4;"2";"3";1;1;3
103;1482,58504450787;446,23767319954;6827,06407415709;4;"1";"2";1;1;3
104;317,743483232334;494,689390029671;1138,7481947995;4;"2";"1";1;1;3
105;1973,83285344113;308,388263009421;4923,37796080063;4;"1";"1";1;1;2
106;1800,33219712786;311,5128204418;5381,05544794294;4;"2";"3";1;1;2
107;603,109524934553;393,484199224591;4864,66871655142;4;"2";"2";1;1;2
108;896,297003398649;537,662528870424;5337,08588504497;4;"1";"1";1;1;3
109;1740,99087051582;447,418757243101;2896,94003003456;4;"1";"2";1;1;3
110;287,383450218476;354,711635069197;3776,79222859846;4;"2";"3";1;NA;2
111;1312,13837058749;478,18088996365;3290,63351504993;4;"1";"3";1;1;3
112;1176,36135620996;484,046577678945;5841,68958272553;4;"1";"2";1;1;3
113;951,234499039128;565,098078978272;5329,0748126076;4;"2";"3";1;2;3
114;1905,4255615687;351,289120572979;7730,82486063759;4;"1";"1";1;NA;2
115;144,819400133565;470,558965261504;1594,35592232399;4;"1";"3";1;2;3
116;1627,40397336893;415,286455166624;5024,85805767679;4;"1";"3";0;1;1
117;991,697292518802;387,757018975008;3938,00832628188;4;"2";"2";1;NA;2
118;1698,40908667538;470,426633214915;5171,85263717903;4;"1";"3";1;2;3
119;193,849798571318;368,458150483783;4233,41649585043;4;"2";"2";1;1;2
120;1333,54530273937;504,034132536672;2994,39810404114;4;"2";"1";1;2;3
121;1896,82185810525;422,39132016095;5883,78107785988;4;"1";"1";1;2;3
122;1948,16363099962;566,745370301276;7836,67921123235;4;"2";"1";1;2;3
123;323,835976282135;504,500409714409;2950,72959502471;4;"1";"2";1;2;3
124;886,708478420042;376,124488772536;2725,44111850228;4;"1";"1";1;1;2
125;1524,14115585852;290,786735568943;4281,35421585285;4;"2";"2";1;NA;2
126;875,870468979701;309,955570725637;2288,32396306816;4;"2";"2";1;NA;2
127;137,331815599464;252,912051827091;-1310,01417083406;4;"2";"3";1;NA;2
128;1471,9383950578;261,826562273244;4277,01346265249;4;"2";"1";1;1;2
129;1968,86473409832;383,504100135995;8005,26921981542;4;"2";"2";1;1;2
130;1961,96713303216;431,818002393568;6567,05818230523;4;"2";"3";1;2;3
131;763,78099557478;410,884287684634;3109,71004742712;4;"2";"2";1;2;3
132;283,928205561824;420,255069568932;-896,649531845087;4;"1";"3";1;2;3
133;1151,85476478655;309,733267095157;4062,01320159342;4;"1";"2";1;NA;2
134;1091,65676301345;283,199685150363;1032,59741310226;4;"2";"2";1;NA;2
135;329,024361050688;243,850974539318;3526,06373563223;4;"1";"2";0;1;1
136;615,080935251899;604,417851414638;4013,04134519871;4;"1";"3";1;2;3
137;1387,63763699681;515,564149897686;7901,35019076311;4;"1";"1";1;2;3
138;1432,91536043398;391,110769448537;5953,17518209132;4;"2";"3";1;NA;2
139;618,915052525699;545,027379599772;3348,80708145426;4;"1";"2";0;1;1
140;1394,29363408126;560,543858273052;7546,6237219795;4;"1";"3";1;2;3
141;672,649603663012;350,633268637089;3184,57362986316;4;"2";"2";1;1;2
142;1321,27341497689;347,554830606908;4981,60797919252;4;"1";"1";1;NA;2
143;1629,79962839745;315,968754353578;7895,08660349311;4;"1";"1";1;NA;2
144;1881,30797322374;546,925743856465;6117,73717939759;4;"1";"3";1;2;3
145;1392,92294816114;263,499173017761;2737,73740940451;4;"2";"3";1;NA;2
146;1554,45555578917;244,356908949004;5460,06977095003;4;"2";"3";1;1;2
147;133,925710315816;349,397180643783;5349,02978711986;4;"1";"2";1;1;2
148;474,047392606735;474,460988768678;3488,79197394942;4;"1";"2";1;2;3
149;388,281224831007;373,010472239126;3755,76412155368;4;"2";"2";1;NA;2
150;1614,6983288927;377,840223126762;4947,80700345337;4;"2";"1";1;1;2
151;1885,37458414212;528,744631414889;6147,609782661;4;"2";"2";1;NA;3
152;1529,6428200556;348,649046743652;6147,7714492573;4;"2";"2";0;1;1
153;520,214977534488;142,928873802339;2828,06828245529;4;"2";"3";1;NA;2
154;114,774374477565;450,868051563548;3089,72963382273;4;"1";"2";1;2;3
155;1510,63645023387;464,298416027024;5869,44748310959;4;"2";"2";1;2;3
156;1137,98540944699;438,985424741421;6362,6136742886;4;"1";"2";1;2;3
157;1163,25918247458;327,169630109185;3327,49626269432;4;"2";"2";1;1;2
158;1367,32410367113;450,946919143353;7168,20200244864;4;"2";"1";1;2;3
159;435,210791206919;472,757807999215;1986,97412908289;4;"1";"2";1;2;3
160;607,24520215299;428,365726237511;3680,71783347952;4;"1";"2";0;NA;1
161;1860,83061574027;447,834947814314;5932,43569908985;4;"2";"1";1;2;3
162;1965,18303912599;385,247426394665;5334,39556510292;4;"2";"3";1;1;2
163;1009,11291625816;470,254575272858;4263,45136435909;4;"1";"2";1;2;3
164;1427,62275091372;433,129055573038;4929,22904465261;4;"1";"3";0;1;1
165;1713,16388901323;447,366446439734;7470,7930516542;4;"1";"2";1;2;3
166;774,404149432667;515,799768687002;3683,77579464453;4;"2";"2";1;2;3
167;458,668116340414;416,259619178663;4981,59398421742;4;"2";"1";1;2;3
168;949,345334339887;434,766680661621;952,49478376019;4;"2";"2";1;2;3
169;703,576893405989;364,146439321517;5259,31421741865;4;"2";"2";1;1;2
170;1426,06094079092;321,947047455892;6691,0569370433;4;"1";"2";1;1;2
171;382,255242904648;525,24543171715;-257,465441523041;4;"1";"2";1;2;3
172;1854,02997247875;488,532792862706;7721,92703728628;4;"2";"1";1;2;3
173;629,433737439103;363,240118108475;3991,58409901819;4;"1";"1";1;NA;2
174;1011,28484690562;348,660322811972;7137,06846748983;4;"1";"3";1;1;2
175;271,441948832944;489,568833829619;1367,10114563251;4;"1";"1";1;2;3
176;718,855695845559;452,609113569735;5399,01950248723;4;"2";"1";1;2;3
177;1476,99654544704;185,78693354505;5931,55699783128;4;"2";"1";1;1;2
178;210,89857397601;509,32667889357;1167,59070327129;4;"1";"3";1;2;3
179;850,669153523631;420,225426375669;1602,35459194428;4;"2";"3";1;2;3
180;1143,96676912438;276,360828977287;4157,39894087469;4;"1";"1";1;1;2
181;499,881623894908;551,859219843508;1313,58575214877;4;"1";"2";1;2;3
182;1003,68055768777;327,27972126059;5254,53456153667;4;"2";"1";1;1;2
183;1438,776087109;234,420117759368;2809,55107051245;4;"2";"2";1;NA;2
184;1711,23610646464;542,74510621645;6674,57678893167;4;"1";"1";1;2;3
185;682,831617956981;301,739088746128;5733,07636269197;4;"1";"2";1;1;2
186;381,343508022837;373,278636948585;94,8403256246274;4;"1";"3";0;1;1
187;396,767180925235;437,328990993314;152,818140697742;4;"2";"1";1;2;3
188;1268,34770950954;416,15200159094;4684,22519625299;4;"2";"2";1;2;3
189;1783,40190697927;448,98643294217;5659,21712978169;4;"1";"1";1;2;3
190;1999,30076901801;317,443074733463;6244,64148759365;4;"2";"2";1;1;2
191;1669,18979978655;350,912813073582;6039,65171943717;4;"2";"1";1;1;2
192;1508,54393090121;251,931029015802;5537,85170415404;4;"1";"3";1;NA;2
193;1777,76085117366;451,775262187482;6567,88701035629;4;"2";"3";1;2;3
194;368,30760166049;234,981260380912;2152,00902130379;4;"2";"3";0;1;1
195;289,825026318431;177,410361737506;-353,00353240337;4;"2";"3";1;NA;2
196;416,891691787168;452,539535770381;4892,32789262372;4;"2";"2";0;1;1
197;494,615580956452;496,37348076106;2592,76872689554;4;"1";"1";1;2;3
198;853,624535561539;357,990403321453;4573,40767538211;4;"2";"3";1;NA;2
199;147,835394181311;296,849125715198;339,721310178679;4;"2";"2";0;1;1
200;547,900313069113;350,548434338447;3898,21731336762;4;"1";"1";1;1;2
201;1635,5920770904;559,133901686907;3578,61851764791;4;"1";"3";1;2;3
202;404,600603040308;432,326081021348;4038,69340395306;4;"1";"3";1;2;3
203;1669,88493965473;299,106798200321;5675,23712529249;4;"2";"1";1;1;2
204;1194,89866266958;408,771775099817;5478,14486878781;4;"2";"1";1;2;3
205;1464,09329415765;489,468434881037;6745,91493148679;4;"1";"3";0;1;1
206;140,297823119909;623,338649072945;2394,84119806273;4;"1";"2";1;2;3
207;1159,12156763952;269,36598449889;4971,87792198145;4;"1";"2";1;1;2
208;843,038214999251;273,680498427665;3588,10596678474;4;"2";"2";1;1;2
209;841,692219534889;240,72185498907;5811,52331867079;4;"1";"2";1;1;2
210;1903,61137599684;413,49837359782;6038,01134086339;4;"2";"1";1;2;3
211;1708,94777460489;405,440135967956;5489,0521241717;4;"2";"1";1;2;3
212;1145,22298127413;360,113564791394;5141,41693511018;4;"2";"3";1;1;2
213;691,573337232694;426,949973964219;2319,09072648448;4;"1";"2";1;2;3
214;1021,3197859237;361,033846358975;2539,38307141718;4;"1";"1";1;1;2
215;248,075069696642;409,901439359122;1225,15613187546;4;"2";"2";1;2;3
216;415,365321026184;270,104386436994;2346,68624377127;4;"2";"3";1;NA;2
217;1399,61459340993;326,23543628514;6437,93853875473;4;"2";"2";1;NA;2
218;1505,56417116895;246,582281819943;4463,12898457299;4;"2";"3";1;1;2
219;746,064773621038;417,926463546881;3844,89674081185;4;"2";"2";1;2;3
220;946,810217807069;373,807175986251;2889,7201130279;4;"1";"1";1;1;2
221;818,678817409091;488,40841776256;2870,74721715492;4;"2";"2";1;2;3
222;1350,03535533324;346,857452183615;5168,77909088135;4;"1";"2";1;NA;2
223;216,787406709045;376,963337397502;956,003882416446;4;"2";"1";1;1;2
224;1373,74948987272;343,097252697629;7569,09369351129;4;"1";"1";1;NA;2
225;727,677968214266;386,939863324156;5271,09266222216;4;"1";"1";1;1;2
226;800,214777630754;490,962586843643;2995,60285344302;4;"2";"3";1;2;3
227;1357,42103406228;323,54422932207;3830,52624041602;4;"2";"2";1;1;2
228;142,692617280409;486,322260220057;470,562309869967;4;"2";"1";1;2;3
229;1455,94677177723;491,591299752387;9220,91944313367;4;"2";"1";1;2;3
230;1160,74792295694;291,776987339817;2939,41222454416;4;"2";"3";1;NA;2
231;928,829254163429;425,399957599567;3023,6175821732;4;"2";"1";1;2;3
232;226,798411738127;433,194370134165;3587,12036633573;4;"1";"1";1;2;3
233;1514,21570412349;384,913753588859;5890,0290538717;4;"1";"1";1;1;2
234;1517,41554171313;408,262279690671;4645,81418035347;4;"2";"2";1;2;3
235;318,748627160676;399,274795279826;3184,89166953551;4;"1";"3";0;1;1
236;1043,88542254455;397,166402002364;2444,53023896484;4;"1";"2";1;NA;2
237;1818,92989131156;552,155525196839;6238,75475548065;4;"1";"2";1;2;3
238;1840,45161309186;479,553803664823;5284,94575840149;4;"1";"1";1;2;3
239;886,618777830154;230,057968017918;6476,89702007597;4;"2";"2";1;NA;2
240;1221,56524760649;320,681736781969;2299,33544282011;4;"1";"2";1;1;2
241;619,025904103182;322,587702802389;453,09587932121;4;"2";"3";1;NA;2
242;1735,05986852106;425,39688481481;4030,11982423984;4;"2";"3";1;2;3
243;1377,55416112486;504,42359128325;5594,23339622141;4;"1";"2";1;NA;3
244;1318,33917906042;256,609533097517;4286,55070608249;4;"2";"3";1;1;2
245;1744,43920699414;331,508439891804;3212,64681495509;4;"2";"1";1;1;2
246;1542,05903238617;601,069704284524;5873,7123384178;4;"1";"3";1;2;3
247;502,346243476495;185,954532791079;5128,22529018274;4;"2";"3";1;NA;2
248;1905,82537946757;337,173175563173;10330,6170549951;4;"2";"2";1;1;2
249;1602,5268698344;337,664332022135;6885,2435770208;4;"2";"3";1;1;2
250;292,268777149729;348,843002677558;964,344058460506;4;"1";"1";1;1;2
251;1802,05330145545;326,20137501888;6800,84296549535;4;"2";"2";1;1;2
252;796,243511606008;143,878907765528;1442,90845687924;4;"2";"1";1;1;2
253;1150,04092559684;366,914569972281;5018,7537854714;4;"1";"3";1;1;2
254;1362,07441678271;218,349591152176;2699,69255226997;4;"2";"1";1;NA;2
255;1872,66634998377;201,20093859006;6575,45274787665;4;"2";"2";1;NA;2
256;1880,90532985516;255,407458975913;6844,86264630795;4;"1";"1";1;1;2
257;1573,63275615498;390,082958498049;4716,80983367533;4;"2";"2";1;1;2
258;910,498103918508;536,867850932229;3107,99245295866;4;"2";"3";0;1;1
259;707,721840660088;354,304572848986;3182,89739519301;4;"1";"1";1;1;2
260;1622,46482581832;396,267409850734;5170,37203082532;4;"2";"2";1;NA;2
261;490,202509588562;263,145286934919;3084,27476708664;4;"1";"2";1;NA;2
262;1500,99935433827;232,687426738167;6832,16148078024;4;"2";"2";1;1;2
263;665,020850929432;488,652274026007;3562,00613933464;4;"2";"2";1;2;3
264;155,95436214935;333,991175192119;2577,32320688419;4;"1";"2";1;1;2
265;361,291196825914;404,839595461667;2677,66241338538;4;"2";"1";1;2;3
266;154,650602303445;355,178073945195;438,445309257942;4;"1";"1";1;1;2
267;1063,0375467008;318,488686686449;4369,15829925903;4;"1";"3";1;1;2
268;1385,57302863337;500,274990357172;6592,70434798413;4;"1";"1";0;1;1
269;1805,5835371837;431,070058910068;6269,75523594935;4;"1";"1";1;2;3
270;1776,27793699503;326,305116414188;5538,33838647952;4;"1";"3";1;NA;2
271;1620,92565440107;371,618170135912;4953,30408125239;4;"2";"1";1;NA;2
272;1206,79306068923;512,762131455979;4266,4079107172;4;"1";"1";1;2;3
273;175,949558778666;249,685415501064;2354,35279652647;4;"1";"1";1;NA;2
274;377,973119472153;466,943788411186;391,018814630712;4;"2";"1";1;2;3
275;1457,19521178398;199,810383474598;5821,1901236602;4;"2";"1";0;1;1
276;311,634777020663;240,133179593387;2284,75989593732;4;"1";"2";1;NA;2
277;1504,90653126035;362,095353934017;3034,56064220468;4;"2";"1";1;1;2
278;1059,32518651243;255,849214213792;6044,21435624461;4;"2";"1";1;1;2
279;221,235094615258;408,888373014832;2175,08343154529;4;"1";"2";1;2;3
280;1968,18912744056;569,765275386154;8027,20486658962;4;"1";"2";1;2;3
281;1661,98415616527;469,686652619614;6356,19154801214;4;"1";"3";1;2;3
282;194,372477289289;551,443803409681;5746,67760887815;4;"1";"2";1;2;3
283;200,108498428017;547,783320512142;1767,51514150127;4;"1";"1";1;2;3
284;1499,21239626128;327,843879042954;6174,97064430835;4;"2";"2";0;1;1
285;1947,64544507489;512,293870201496;6832,47858609151;4;"1";"2";1;2;3
286;1894,10132006742;428,553916592657;5733,84230884317;4;"1";"2";1;NA;3
287;118,397305253893;396,793619303588;975,84315992772;4;"2";"2";1;1;2
288;1850,7923288038;381,71860604443;7274,32343422598;4;"1";"1";1;1;2
289;1174,77530110627;348,33111658528;4141,95667510482;4;"2";"1";1;1;2
290;461,636570654809;403,22902745243;3141,72940595853;4;"1";"2";1;2;3
291;1521,03533470072;315,999275331049;6320,96127036537;4;"1";"1";1;1;2
292;1134,45685475599;355,046809094185;2405,91090010289;4;"2";"1";1;1;2
293;794,16122934781;289,726899255271;2469,66216573365;4;"2";"2";1;1;2
294;1445,8175243577;370,365902992968;4669,34249621418;4;"2";"3";1;1;2
295;419,842665968463;480,307321678685;1913,71325246267;4;"2";"3";1;2;3
296;587,049532099627;278,182750059462;4580,76351187135;4;"1";"3";1;1;2
297;892,257248819806;463,240696541637;3349,85159263855;4;"2";"2";1;2;3
298;1606,71507061925;326,751941990538;5250,07652932377;4;"1";"1";1;NA;2
299;1983,61153292935;427,910015702796;8419,73459021919;4;"2";"1";1;2;3
300;285,652718855999;514,274997336854;3519,60553333152;4;"1";"2";1;2;3
301;1090,05665709265;229,061719242074;4385,98988213717;4;"1";"1";1;1;2
302;1113,53414361365;569,10785789566;6104,3737768486;4;"1";"3";1;NA;3
303;246,476859808899;416,577375065893;2547,31594488738;4;"2";"2";1;2;3
304;1888,17559476011;339,917142135384;8366,63707137632;4;"2";"3";0;1;1
305;1031,53023540508;413,947067029975;6595,86097084284;4;"1";"1";1;2;3
306;660,917212069035;458,048393310095;3960,95564556318;4;"1";"1";1;2;3
307;725,352123565972;433,94733067211;2072,91750505859;4;"2";"3";1;2;3
308;169,443416874856;327,725918709663;22,6721892761027;4;"1";"2";1;1;2
309;1356,53925216757;209,818916634784;4874,67498374521;4;"2";"1";1;1;2
310;1535,4592584772;450,535065389471;4014,97852447182;4;"1";"1";1;2;3
311;435,087822005153;262,167640618027;1712,50188591811;4;"2";"2";1;1;2
312;1018,41512077954;483,895385867287;1532,7758943809;4;"1";"1";1;2;3
313;1660,79269358888;415,973698558992;7377,14822797387;4;"1";"1";1;2;3
314;1087,51697433181;344,656216407926;5403,90431688851;4;"1";"3";1;NA;2
315;1875,09649768472;263,242423483603;6355,13399732793;4;"1";"2";1;1;2
316;983,67905318737;324,287234840584;2638,34147339676;4;"2";"1";1;NA;2
317;106,775115826167;375,200181669973;1868,68820784836;4;"1";"2";1;NA;2
318;1179,72064372152;375,748402298481;5515,54213611584;4;"1";"2";1;1;2
319;714,588046143763;350,024220486344;2720,48992738953;4;"2";"2";1;NA;2
320;1633,48313889001;400,744338850291;5804,7444355207;4;"1";"2";1;2;3
321;1345,57447570842;453,092359201612;5108,8232814012;4;"1";"3";1;2;3
322;1728,5331069259;551,27595618304;6274,99534001594;4;"2";"2";1;2;3
323;326,398732606322;402,146532959561;1833,64556565016;4;"1";"1";1;2;3
324;1062,39413677249;462,241595172172;4771,71434394517;4;"1";"2";1;2;3
325;1635,26703305542;301,291887634482;5078,84665261947;4;"2";"2";1;1;2
326;420,093283406459;496,718523088903;2840,08932954221;4;"1";"2";1;2;3
327;1825,72267130017;269,441086422738;5851,20490056273;4;"1";"1";1;1;2
328;192,689217091538;380,720308743185;-986,630887793737;4;"2";"1";1;1;2
329;1352,45862493757;535,979992408767;3726,52761640309;4;"2";"2";1;2;3
330;1195,39886636194;549,268756925116;6333,96344223958;4;"1";"2";1;2;3
331;1305,14488802291;471,07435051444;5786,22404636795;4;"2";"3";1;2;3
332;1843,42150557786;497,748235205262;7337,47800410308;4;"1";"3";1;2;3
333;1251,74712075386;278,523999973574;4392,09762289694;4;"2";"2";1;1;2
334;1594,39418017864;432,158114637824;7135,8380152002;4;"2";"3";0;NA;1
335;719,090656633489;389,228132948542;3412,57272191958;4;"2";"3";1;1;2
336;1274,25415376201;251,285354247929;3729,91567476653;4;"2";"2";1;1;2
337;1035,87759237271;180,851539165857;4459,92797926935;4;"1";"2";1;1;2
338;1136,97460750118;394,25025355026;6135,28429619591;4;"2";"1";1;1;2
339;1100,47532338649;453,416756218362;2819,058145956;4;"1";"1";1;2;3
340;961,441082577221;384,889347629425;4073,59132140615;4;"2";"3";1;NA;2
341;304,097089613788;158,113261193081;1654,0203360199;4;"2";"1";1;NA;2
342;1047,08603208419;305,574393956065;2808,96861478859;4;"1";"3";1;1;2
343;1309,19131941628;466,611246827076;7707,09273233711;4;"2";"1";1;2;3
344;122,500481386669;321,083248102136;-1641,25458817541;4;"2";"1";1;1;2
345;1791,85088865925;322,524538712623;5511,00341929385;4;"1";"1";1;NA;2
346;1207,6279204106;311,23285201416;4663,61074556327;4;"2";"1";1;1;2
347;1274,99254185241;259,990719825601;4590,49120238543;4;"1";"2";1;1;2
348;189,557682699524;352,943722010195;-229,592966037478;4;"2";"2";1;NA;2
349;113,056522072293;357,500471330484;-861,662481482021;4;"1";"3";1;1;2
350;201,167011307552;467,470865487392;-321,370453462077;4;"2";"3";1;2;3
351;376,121132238768;399,203967449079;840,920777527002;4;"2";"3";1;NA;2
352;805,088816396892;367,548462379231;2992,31069574921;4;"2";"2";1;1;2
353;1985,21032410208;426,052653022685;10067,1468502073;4;"2";"2";1;NA;3
354;1031,27444435377;298,039034865292;4825,68915922055;4;"1";"1";0;1;1
355;1695,63618875109;385,620862086413;3781,63699616893;4;"1";"1";1;1;2
356;280,416244477965;347,730626464393;3099,64795372968;4;"2";"1";1;1;2
357;340,526571753435;342,905803882045;1541,71812982786;4;"1";"3";1;NA;2
358;1528,84899445344;465,659728728653;7226,06006102302;4;"2";"1";1;2;3
359;746,613931329921;393,974278172508;2948,08836961849;4;"1";"2";1;NA;2
